default,student,balance,income
No,Yes,1945.49048287582,14941.3179564765
No,Yes,1442.54360101309,13049.3193822184
No,No,135.62901551719298,39925.7001694146
No,No,423.876946748039,36783.0514316689
No,No,299.779595327805,28917.5378107748
No,Yes,701.5393705596221,17607.4578217575
No,No,283.207206967033,39263.3920225272
No,Yes,1357.84973416896,11402.5406341367
No,Yes,1327.86416271289,11020.906425843501
No,Yes,946.449982295599,15179.2120481767
No,No,663.505282228982,53102.245512031
No,No,115.84008401703699,47519.8497166199
No,No,800.486211245275,37715.8363282901
No,No,640.06389375316,52413.858970097805
No,No,877.2830135589011,27405.1354982312
No,Yes,1382.08769153044,15552.2520534633
No,No,751.3945388827949,50910.2456238742
No,No,0.0,39893.271925953595
No,No,1120.7032386567,29613.887583210297
No,Yes,1312.0514309898101,28483.1355092216
No,No,389.055327796639,22581.623652805298
No,No,861.6904461915519,58029.640234209
No,No,1079.39600547751,38864.1448016021
Yes,No,1893.2897921347896,31821.7255806098
No,No,337.495903885671,55853.265132957
No,No,1142.3517057945,45580.5748105396
No,Yes,847.0564853011839,13741.3270672054
No,Yes,1575.23811614421,24469.491397924303
No,Yes,403.347053465851,19690.3455102708
No,Yes,566.52311940044,25398.3983784735
Yes,Yes,2009.6857436175,25694.496157719503
No,No,954.598167759023,50139.092990090896
No,No,1057.9404153634,45514.672526421506
No,No,381.3874762368,28265.0860891034
No,No,793.186855645959,35555.7802801686
No,No,1078.91038460747,54419.786552195896
No,Yes,1311.0984831085,21189.2384030857
No,No,38.2955762452304,37186.5515932779
No,No,756.216699632025,36513.921210848996
No,No,56.8693777172818,56245.065400060994
No,No,1189.7480394451,30315.8851349596
No,No,1337.3908774080198,51507.5009172858
No,Yes,1255.49921454235,16703.017367649598
No,No,1211.86792636394,42777.5823449863
No,No,318.877270818323,50069.02432659
No,No,336.070545184453,38595.9115460888
No,No,934.490492585725,31043.4083271013
No,No,812.4882978739689,42721.3006969775
No,No,1184.6839038579599,37937.9526452613
No,Yes,1737.60759331587,7153.53966613685
No,No,94.1207207052075,36303.9415847774
No,No,994.674438200426,33002.339051365496
No,No,0.0,21809.2185090883
No,No,1006.4688297940401,44563.770804478205
No,No,331.922818528942,47779.9265626849
No,No,967.135255397538,23278.6659099311
No,No,132.158429036917,26878.4721288802
No,No,813.740992900912,30975.2140864352
No,Yes,0.0,15986.2419692976
No,No,529.264958998472,38814.6066989842
No,No,743.0559317049741,40944.5638044847
No,No,27.7011326957247,45540.9438952868
No,No,1299.92466935923,44214.5409068333
No,No,906.541762633329,27074.774743334303
No,No,1451.17947567421,53556.5521032807
No,No,1027.56653131669,48558.0872833985
No,No,1047.2274214374002,40974.728128351
No,No,1452.60329285459,28989.043954812598
No,Yes,1190.5441119878699,20291.1719762324
Yes,No,1858.9045150328,35525.2139266658
No,Yes,1152.52022436875,12699.405867675
No,No,831.5951865950079,37372.828273650695
No,No,922.696676206001,34622.6193419817
No,Yes,469.456415113981,13944.8933994208
No,No,474.82921913766603,41288.8291033446
No,Yes,1485.27211754258,10300.8554419372
No,Yes,943.347555917682,19977.8917657018
No,No,1789.4645117868602,27427.004566428503
No,No,659.54319765296,21835.1717983776
No,Yes,1319.5340049907302,24032.5441186774
No,Yes,514.368265849261,18934.6834675869
No,No,1244.46519780121,40036.0080793479
No,No,946.8100507349451,41237.7692527975
No,Yes,535.686020138973,11019.606930876002
No,No,682.818458764429,33026.0037380434
No,No,1190.4859598224,38553.5747928755
No,No,171.001189215614,42749.130710704
No,Yes,1238.0166157952901,26854.366275342403
No,No,1037.15769934664,36034.5783662925
No,Yes,464.835310415625,19121.2286476846
No,No,124.699031959162,65211.074213762804
No,No,667.203060826678,44682.8315566199
No,No,1111.06099784139,50301.4756839878
No,No,1142.39653992749,33740.442978524705
No,No,778.830165590655,44257.3310325373
No,No,1412.0247547104998,47727.5646264883
No,No,986.0818160208198,52009.399645833895
No,No,1251.7840194082198,32721.1440442512
No,No,149.024488439011,33398.4623670415
No,No,465.08553459872,43480.5684862969
No,No,1031.12679572637,41022.095640174
Yes,No,1478.12406941257,31515.344492647797
No,No,789.0007056722501,35798.472637862
No,Yes,790.2959403000181,14086.4483687159
No,Yes,1123.59504743967,16082.9057091627
No,No,1370.10949573634,40101.3791314575
No,No,396.513587196819,41969.7467736577
No,No,682.078365531623,30736.8876521614
No,No,338.735981024486,44923.045529359406
No,Yes,1056.32947590818,16000.8417743231
No,No,927.211780951994,44368.8830946909
No,No,634.696104527899,32594.692234932598
No,No,833.533112973416,40526.305619329505
No,Yes,1345.2306269047,18518.7156890476
No,No,550.8989669238961,45347.781616879
No,No,495.70895417856104,24845.432974480496
No,No,661.42615221656,22610.3102990663
No,No,136.199589610616,20935.619113342298
No,No,480.192585338536,26084.407136590402
No,No,230.868924844914,32798.7825914845
No,No,93.57019869623541,42930.7791819229
No,Yes,508.82485167606904,22663.709834022597
No,Yes,970.515946612273,16584.8282890372
No,No,1324.29667077346,46875.3942656965
No,No,932.9638468106559,32105.4419240328
No,No,0.0,31418.3691364503
No,Yes,984.7631618482401,17039.9733179552
No,No,725.1205003721069,47549.2007503581
No,No,246.82380967118098,40953.3427649492
No,No,1051.32109144088,23859.4318006112
No,Yes,926.8926125980009,19445.9371721
No,Yes,1024.02488477689,18545.899643740202
No,No,699.84202422219,41985.2576732019
No,Yes,1036.32351410449,14108.454519621899
No,No,321.108806748075,36275.1428853987
No,No,0.0,41152.1739500131
No,Yes,1299.1873236692402,19878.7473498519
No,No,763.375309314187,40978.141181548795
No,Yes,808.7427718583431,9775.58139591036
No,No,808.507503648157,34543.018801287595
No,Yes,677.552825772912,20745.0153256246
No,Yes,904.008926715623,13996.501895776
No,Yes,102.16677162937799,26266.3628194819
No,No,1218.34651457605,43930.9898912831
No,Yes,774.413837130444,12289.864373073899
No,No,1309.56437410882,47432.432781125994
No,No,921.998990759072,31553.7340487163
No,No,629.696208455544,60230.2190055931
No,No,77.5029386309678,31050.1558214859
Yes,No,1772.85548374805,42080.1068361856
No,No,960.237692052783,53418.510829153
No,No,664.652987898369,56677.621412366796
No,No,109.918733972492,33419.0068888307
Yes,Yes,1790.36053654332,14306.823602407
No,No,1425.80162855037,34015.849870634906
No,Yes,1167.62012409765,23502.2128231377
No,No,891.192146223565,35862.167302747795
No,Yes,1124.25931173712,23168.923446421402
No,No,1796.11437554937,31862.5752894627
No,No,237.976185648148,38229.5178649747
No,No,1353.26492393312,43888.8830574219
No,Yes,1176.55006037624,18662.598828590802
No,Yes,1229.44149773733,12158.044657865801
No,No,270.548125020502,34258.831227279705
No,Yes,722.055420122016,14661.524562408798
Yes,No,1170.19897414894,46692.1047752222
No,No,840.136505158277,38738.177153156605
No,Yes,873.641237177001,21810.6119901713
No,No,434.243340354206,57146.4261041008
No,No,605.274447356026,58469.4754932954
No,No,428.842161894841,36980.1392701934
No,No,1662.7621916380801,36691.562186102004
No,No,682.712411748219,33175.1830451957
No,No,598.513776952532,42584.1208108417
No,No,1088.25476515341,32617.5934807198
No,No,911.0522329106219,38629.5183603014
No,No,538.160022756727,44654.093181561904
No,No,721.7438218171291,21162.742715650602
No,Yes,438.51736710073897,17400.3908541523
No,Yes,516.8654490129541,20179.3460581977
No,No,811.171202855366,42185.4435714864
No,No,775.981834559193,68179.761202979
No,No,285.400001355113,39398.5653544955
Yes,No,1554.8163187232801,26430.489404918597
No,No,1057.0152122795698,54652.710332694805
No,Yes,673.812427068436,17672.2879836527
No,No,689.687362383195,24085.4348274782
No,Yes,1400.34458861735,14768.6962199807
No,No,601.417290539683,41490.6158444197
No,Yes,754.8595587408149,18996.8367038408
No,No,639.665261488891,49977.294955523204
No,No,765.7724450610491,35122.0273798104
No,No,220.36895765068803,24019.3105599941
No,No,47.3026675420401,38293.311142555496
No,Yes,780.722398716924,23819.7887922
No,No,168.813495469025,57262.7545045714
No,No,1557.6409514341901,46030.2620885468
Yes,No,1891.1096143064603,34448.693854621
No,Yes,688.7475483627279,26662.376604636
No,No,452.00787706651704,39990.7656923565
No,No,574.49119284902,31632.6242446603
No,No,572.166138659987,43807.2190457683
No,No,946.7707460334351,26618.522760979904
No,No,523.9086947640351,43928.637933275495
No,No,1146.35838527664,44840.0249597264
No,No,1646.61391882233,39347.4567996525
No,No,1216.20230943934,43656.1288917427
No,No,1184.89962505962,53896.9022479321
No,No,1416.06555486279,40371.2845887418
No,No,431.942741359302,46658.013814119004
No,Yes,521.033066390733,16887.1603924733
No,Yes,806.996111210473,15964.996975619199
No,No,775.4439275393801,33781.7810651214
No,No,942.2799083196691,24683.3808068886
No,Yes,1261.25713821857,26085.076117639903
No,No,509.37089223080903,39546.472643901805
No,No,1389.3864522944,39707.9895454689
Yes,Yes,1836.1617645454899,18944.8078756839
No,No,196.482990431978,41972.984954564105
No,No,1348.88886606099,40548.7527125412
No,No,661.602025255988,43157.1192790073
No,No,718.9867228378849,21044.6738318112
No,No,451.12932412663696,39849.713239490404
No,Yes,114.418241597804,12540.907277886
No,Yes,889.01231271351,10382.9368009385
No,No,1046.1353243658198,47218.8167896895
No,Yes,1263.87483062068,18520.063670075
No,No,1109.03463427706,29759.6363034254
No,No,698.4053811662919,33265.4358443004
No,No,1328.9671255282499,51721.3716111438
No,Yes,1199.80924416626,19538.0274856053
No,No,1261.77845265055,26767.9232836531
No,No,605.365694250338,39002.2296432859
No,No,550.6398861583181,35648.3906286712
No,No,894.275095526371,36513.5391982464
No,No,1163.53457380034,46173.768243075996
No,Yes,1061.75508628024,17502.8196418475
No,Yes,1204.54963030766,19058.9845429835
No,No,1666.4156238280402,18916.3748629881
No,No,412.902060866997,49060.9237393665
No,No,595.0659733981861,29842.8860499033
No,Yes,836.0057683201669,7404.715843037109
No,No,178.154515698657,28785.9620969575
No,Yes,627.645320776991,17868.4448460212
No,No,1004.25509531634,36895.865549294
No,No,1195.3995682929599,34333.9299147998
No,No,515.635635549008,51072.8470169857
No,No,1242.1103778612598,37980.7583661376
No,Yes,153.261039737442,14027.7907404296
No,No,1086.74028592913,42451.9930812468
No,No,280.959049718201,29998.8573033458
No,No,955.881414291977,48657.790365912195
No,No,1093.28225760166,18844.2503915266
No,No,734.0879454430279,22342.5503467431
No,No,793.829387731878,45089.5520625048
No,Yes,410.496187222397,25838.1973641363
No,Yes,677.653196612127,18930.077199437
No,No,814.5538744919479,39148.5583732843
No,No,800.1773456393511,43547.3981682596
No,Yes,300.795504329199,19673.674058353798
Yes,Yes,1748.68084923477,13715.4243783026
No,No,0.0,54901.8222134325
Yes,No,1807.68449070323,42308.954453704704
No,No,833.070562943636,36330.2620852814
No,No,794.464327017522,32431.8205514509
No,No,631.598011335177,46841.1109643927
No,No,108.249452612372,45264.564793789505
No,No,1040.39643430957,41395.2882512831
No,Yes,1207.05248263756,24747.8899692653
No,No,67.2304390711129,45751.4479321279
No,No,438.39890382946,40576.7421222242
No,No,708.5797949835891,21728.8201971829
No,No,775.4022116408299,41857.5780281973
No,No,0.0,49459.275484274
No,No,610.506735467534,52124.2335736703
No,No,845.3432644680769,34216.754363781896
No,No,181.91977853134998,37725.247355369596
No,No,272.987840705252,63566.3659949776
No,No,805.096332709731,40236.8996303352
No,No,226.85570475018298,33014.8933279067
No,No,0.0,39576.4346515849
No,No,691.928828791926,23957.7148776853
No,No,1674.1978299405403,54658.0741462208
No,Yes,715.717417435997,27285.3332362387
No,No,339.433429654687,44889.8749067007
No,Yes,767.337131679801,21979.6465311961
No,No,1088.48809632531,38171.372073357204
No,No,28.5673908447128,35414.5782763459
No,Yes,792.577561599726,21347.2734497751
No,Yes,1093.11502043624,22593.0816087832
No,No,408.489246623899,35984.561683511
No,No,1214.83096837004,38224.9620526713
No,Yes,850.159886593427,26764.2924616864
No,Yes,1078.662962939,25945.1789642873
No,No,403.64645291367003,55458.8912456237
No,No,1378.16988733139,48152.9878524834
No,No,306.995202580848,43504.305236463595
No,No,1569.38083521793,42414.6253557756
No,Yes,1377.26968341296,17077.2421060231
No,Yes,656.379056976585,26578.8835572058
No,Yes,1654.6327345085401,23687.357206598997
No,No,702.084751460991,47811.758073426
No,No,1110.060615566,40236.5014860719
No,Yes,718.211753993742,18788.7481217329
No,No,737.150431835345,50544.7841921839
No,No,672.380047621219,40236.8732028806
No,No,1298.00276254287,42219.911237806096
No,No,489.39937407007795,37338.5829188421
No,Yes,636.104269012361,20763.8278588407
No,Yes,1406.79982672379,16686.628010228702
No,No,997.80984304604,50287.873740959294
No,No,0.0,49792.7572585251
No,Yes,691.224742286061,16872.15171466
No,No,485.868909720813,14213.7055827875
No,No,730.1796753059809,42685.1846676899
No,No,152.119512563396,41847.2318400977
No,Yes,1105.92557104881,13126.214243143
No,No,0.0,47592.7281367208
No,No,815.7376680447251,48788.103340274196
No,No,568.629894009905,28122.594087845297
No,No,589.944419374562,24854.604583021403
No,No,1139.56716632629,36363.6248039883
No,Yes,344.522896814282,21341.653837536298
Yes,No,2005.57512847055,36636.0085937313
No,No,1391.03380861176,51881.8186725178
No,No,1338.88459679214,32500.584874045602
No,No,78.78255363170071,37605.452512539
No,No,764.6451796190021,49100.9483808579
No,No,602.616877680922,56017.12753740019
No,No,834.690059477593,42468.9136646455
No,No,1391.51659069133,30152.8038725424
Yes,No,1823.7514257788,53526.3564109476
No,No,1010.0707592746302,39456.908335945
No,Yes,1069.80034045604,14736.1469974806
No,No,1116.06577105079,37074.0613666501
No,No,428.402283947888,36340.651070882
No,No,147.488575172857,44482.26877865769
No,Yes,689.5191950038729,15600.0473661363
No,No,939.420716799608,55360.033122434295
No,Yes,591.1402653031861,19937.022568518798
No,No,1139.26436423453,41869.3186673096
No,No,500.64925119635,31353.7500167738
No,No,1109.40861565878,64213.1924852685
No,Yes,733.928448994375,28105.6061988492
No,No,687.956792216651,40354.2160422405
No,No,118.598450931479,35974.764005252204
No,No,0.0,42009.041824715496
No,No,634.8650438294641,49681.224533154505
No,No,615.471254254668,38161.6557035216
No,No,457.95774363376097,36211.1949861006
No,Yes,854.149364662585,12843.4365131166
No,No,770.9545178232879,42673.9931495883
No,Yes,0.0,24283.3359823875
No,No,58.4438977974733,44838.694989338095
Yes,Yes,1893.6643342682999,21526.3506270682
No,No,768.0436339271249,35951.1246696067
No,No,336.242417261439,46279.5258632712
No,No,852.971339880667,42773.7714603003
No,Yes,1300.70792413699,13675.520182646002
No,No,743.5160764733231,33764.571812105
No,No,293.452357466707,38528.4473640524
No,Yes,1472.94846140665,23877.592659067202
No,No,756.160130857701,52778.053625218396
No,No,465.495600172177,42358.161541564
No,Yes,1041.43874269112,24847.8812033725
No,No,709.738287402227,46363.3436703512
No,No,427.117689978097,34193.1609253433
No,No,612.225776174973,60323.3572672294
No,No,1322.15285429724,47892.889984568705
No,No,673.747681225898,25013.063140256098
Yes,No,1135.04734947211,48982.225852038
No,Yes,509.61294011827204,21928.910990400902
No,No,113.669024032811,38513.3322894258
No,Yes,560.431764396497,24511.210213923798
No,No,1163.73601016216,32467.7480420105
No,No,133.508914180283,49516.3408273916
No,No,897.4202656577721,36296.7481384119
No,Yes,793.562784376054,13446.0562906254
No,No,942.786853642612,27736.6451197432
No,No,953.807008362411,40908.4061180661
No,No,814.243678946983,29631.1100659498
No,No,1387.70446873637,26863.1723272568
No,Yes,601.345719044377,15897.1379986349
No,No,656.52270125347,34229.3741032096
No,Yes,1790.54409245898,21938.2092322296
Yes,Yes,1925.9827948119198,17763.3503033729
No,No,0.0,16834.8027078641
No,No,310.118642459262,31445.7710846884
No,Yes,956.720391942074,14464.8073831659
No,No,205.17319784937698,47284.2535051627
No,Yes,1572.80377803434,24557.352113832003
No,Yes,1455.68418242228,14822.8330565636
No,Yes,1011.4588142946901,28316.7576084851
No,No,413.599005794662,31466.220592534
No,Yes,0.0,19281.7146572359
No,No,377.193845357772,41901.8473663191
No,No,0.0,51480.3873512327
No,Yes,0.0,13407.758588235
No,Yes,527.056085247217,22986.2838213203
No,Yes,1470.33083426297,15752.681792167099
No,No,776.56835738045,54662.5160004175
No,No,1096.2036683701401,41016.218227376696
No,No,130.45291025962,46094.077150219004
No,No,1331.60730925679,27665.6754702124
No,Yes,598.081831318484,12385.8240760546
No,No,177.010865081754,53545.0151134357
No,No,937.033052836217,27174.5267042589
No,No,0.0,46581.361783130495
No,Yes,970.2107314242801,19245.1981577568
No,No,268.87949151698996,48006.150043852096
No,Yes,708.9778282846919,15968.9165569585
No,No,596.009182737349,32983.5435039705
Yes,Yes,1944.6774586210001,13026.0467334358
No,Yes,1805.2930711196,10405.4266603484
No,No,405.38804384492005,28493.350721898398
No,No,849.129011101001,26970.736094989
No,No,988.4077152723089,32458.7693705721
Yes,Yes,2261.84816166666,20030.1651194096
No,No,1221.5997638931801,40865.3128875121
No,No,1057.35640003951,45099.0915945878
No,Yes,292.300020907307,17321.2271219559
No,Yes,940.0797320795061,18581.5771825384
No,No,368.19693319928706,32107.6787202062
No,No,703.3860083884939,38419.4138282152
No,No,1018.2212595671699,39893.3028681844
No,No,240.225612056097,25042.4017278854
No,Yes,446.634847450068,18309.7907377691
No,No,1277.79338062019,35620.1560022537
No,No,519.584026350788,30546.864373817403
No,No,933.5212000549541,40378.4231241276
No,Yes,1074.5778705566802,18574.3537335753
No,Yes,1697.75398883114,19021.0677000564
No,No,1240.66470702238,46148.1974680897
No,No,573.584802642977,54427.921147645095
No,No,486.05701396565803,54794.392196154295
No,No,455.348416682872,41378.9971241894
No,No,1110.43993045955,39311.5345181127
No,No,1225.06555248783,49090.369311593495
No,No,286.258242830821,28838.3213087935
No,No,1444.6304769027402,40364.5558777602
No,No,1031.04458789228,38199.0467920706
No,Yes,382.003276268327,19951.7217195845
No,No,1337.3132659055,41529.5520507843
No,No,463.90181290855,39626.7694268247
No,No,948.777978664131,24094.7864892109
No,No,626.516141890442,49207.001302772005
No,No,350.07156022550004,45354.74618708
Yes,Yes,1492.9634210153501,11054.068438575801
No,No,847.6358954949189,33199.3753811158
No,No,241.94073994952004,47843.0797377543
No,No,616.538677802606,31925.1832420121
No,No,733.414845283055,36724.8933064774
No,No,1100.97288154077,50237.2578180061
No,No,665.627833705603,55093.38239870941
No,No,174.935484980574,55044.3700745005
No,No,124.227296928522,51265.5461992287
No,No,344.545009104846,38463.6852600914
No,No,954.9482703043319,42963.6617335514
No,No,1629.32593561974,44911.6435301241
No,No,913.0449190028501,31841.6349702873
No,No,1306.8430233515,49036.741695979006
No,Yes,2308.8932357928898,19110.2664124636
No,No,1042.42038966929,58234.766470505
No,No,1264.8756264470098,44359.060615152695
No,Yes,1348.6454558278501,21789.3822247358
No,No,1256.8922884384199,23100.0094995806
No,No,1046.6315534026198,45717.6280506608
No,No,0.0,22535.506356251
No,No,432.655426473308,22986.9317533642
No,No,563.150191515129,43028.597200306
No,No,721.093433921572,41411.143680846
No,No,741.59275976993,24393.3159518231
No,No,1071.3053474038302,19529.0351866058
No,Yes,1589.63859843754,22541.8920327552
No,No,1194.59757867202,38222.5061057634
No,No,269.587918794174,38650.3460881726
No,Yes,455.599026268747,20549.1348293718
No,Yes,795.5407915467171,10257.6724866771
No,No,595.368804329898,31418.8156662782
No,Yes,539.834793088502,13119.6858549153
Yes,No,1322.72397902781,23229.9091337731
No,No,1267.2957912867098,36784.8369937151
No,No,1091.9997376942,34704.512288981
No,Yes,951.785550568645,14354.6348784919
No,Yes,559.498302110046,16994.5786720969
No,Yes,1222.14132688581,9080.145700146279
No,Yes,1026.10449504049,20991.3964273735
No,No,1140.59420875618,25116.6682879217
No,No,556.4448382508,39707.108785156604
No,Yes,306.610770383547,11511.884220251399
No,No,1271.2509858654598,42533.267664229505
No,No,333.07270829892,61508.7565557497
No,No,1174.5195060021902,23942.2057745183
No,No,473.96143912569903,35133.0704073127
Yes,Yes,1724.9632322337302,22170.6873405632
No,Yes,1056.77065098729,14194.6589987093
No,No,841.7346630047141,38023.3307435185
No,No,590.8781726446421,52977.6419781171
No,Yes,1070.66636054645,19312.8406016709
No,No,914.972379535741,52871.324365823
No,No,1130.5128989372802,35071.6733795272
Yes,No,1706.9568408877699,21738.796333610902
No,No,839.325506864637,43909.0039557966
No,Yes,330.936107888082,21272.3073820023
No,Yes,762.585019280848,24738.118447560697
No,No,986.818165877003,32386.162358721
No,No,916.0730000880859,42201.8205982355
No,No,1263.67678751621,25695.4813712979
No,No,0.0,42118.196658401204
No,No,441.00878639551803,47707.1251761512
No,No,349.054411370492,46698.0274257906
No,No,423.98547170409597,37979.7853256312
No,Yes,1295.02971264941,21717.4695488552
No,No,681.724475489414,31153.6375421398
No,No,1153.0213096996902,20586.278109241102
No,No,1470.34259270138,26136.743687945298
No,Yes,1040.87331114945,12177.038958481398
No,No,1007.2686794319301,28245.320075238702
No,No,667.144583247857,44863.0689857382
No,Yes,634.679970187067,17023.682864714097
No,No,298.704516620129,39599.6615793386
No,No,909.4842199967301,48358.44096660821
Yes,Yes,1737.53781487332,20974.0345941776
No,No,203.26381719314702,46518.1324112585
No,Yes,0.0,19750.3962215709
No,Yes,1889.67831898356,14756.9000181625
Yes,No,1558.4634712215698,41648.326172772
No,No,1201.92753899842,45382.613566051106
No,No,1051.60440723879,47529.217313049805
No,No,641.525383215407,18350.7334185609
No,No,883.9070730447839,41668.1062021513
No,Yes,953.809047021419,18241.7414386977
No,Yes,1168.89554505706,14970.870086781
No,No,431.33074010702904,58551.8932582891
No,Yes,1291.91526301142,17910.0646052095
No,Yes,335.357947876117,5118.74555143655
No,No,30.8244500988488,35960.6060192327
No,Yes,1119.23757441914,15214.1156270435
Yes,Yes,1812.0799980273603,17962.270159332602
No,No,385.690838730115,44650.7829612035
No,Yes,651.5500049363491,17743.0656159922
No,No,1717.4950250977802,38791.0576377771
No,Yes,1181.51322144909,11784.8022592774
No,No,745.279514716451,34704.6202469011
No,Yes,1453.3097466804902,15183.7292181496
No,Yes,1333.09747140116,29363.9717414648
No,Yes,571.8863591397039,15632.7692772291
No,No,494.65322936630895,40377.668359485404
No,No,163.582608502788,58220.78046522901
No,Yes,1371.46837154538,24248.551961558398
No,No,1129.20265874509,40688.6355917437
No,No,0.0,53663.166680695
No,No,84.8565488441197,53760.4652568516
No,No,681.451239454484,48892.524694234904
No,Yes,1366.47753375554,11268.7743330454
No,No,82.0884565037652,27357.5999305025
No,No,602.9962260803869,33888.4091879832
No,No,176.32319984023,54798.6987534016
No,Yes,713.7991564683169,20676.9051858148
No,No,137.724616656813,44747.3276836455
No,No,159.97347308844,30567.8013137362
Yes,Yes,1956.9239058978799,15574.389976252
No,No,183.576382191855,51149.281572877
No,No,975.335484892047,50751.0385898927
No,No,0.0,44216.9293776847
No,No,424.285797016623,35675.7411016182
No,No,1477.66920681625,42011.8079623361
No,Yes,1211.36364809966,14186.388665094599
No,No,903.5493047303619,46971.5621697052
No,Yes,1076.23358719821,18096.7014811134
No,No,988.6678179711839,28486.339752248903
No,No,1311.08880317964,32797.989915747996
No,No,0.0,40056.692657077
No,No,289.329908276397,45559.1763926521
No,No,22.537175232150503,59536.2756235063
No,Yes,287.60741325577703,24440.2251953526
No,No,25.8283712126898,22720.094542566498
No,Yes,725.7933680530499,23202.9639603002
No,Yes,1137.02831791176,25117.7629744123
No,No,1335.115552174,30115.1549636595
No,No,1193.67697332195,34360.9095002687
No,Yes,0.0,18162.7704916096
No,No,1047.7233901177601,45181.748595089004
No,No,0.0,48271.8704439342
No,No,327.322508076445,29816.3803207051
No,No,771.6829167350529,38854.2424835777
No,Yes,873.678652391843,17655.7100333686
No,No,974.907789283596,36763.145968951605
No,No,309.823995175971,28139.625848568197
No,No,286.852326895067,18402.1647545271
No,No,509.852253653762,49345.4256379167
No,Yes,840.3386900938949,21097.3703069157
No,No,223.68691806152802,23513.295384302
No,No,1407.22457088516,22806.8482142243
No,No,1178.98262547138,45545.16842315059
No,No,1298.48481522487,39143.2919242425
No,No,627.3533533329451,37616.465943813
No,No,907.1697758956059,27631.567795772098
No,No,872.151841558757,40524.3387449511
No,No,620.320355649478,52536.7766460997
No,No,380.33310801283994,30890.073604206602
No,No,1073.16853283521,51668.9608305471
No,No,883.233753978824,32310.745021994302
No,Yes,1558.21783126298,7364.83007811734
Yes,No,2023.7336027869396,32094.6278057806
No,Yes,803.96110476315,13172.8705078849
No,No,1060.2047068750699,27870.155389006803
No,No,869.854539572928,33589.1395470743
No,Yes,1306.4830309386,13984.785263021202
No,No,1597.89874127005,36524.7162417731
No,No,1351.96246519761,43630.0369164341
No,No,0.0,29475.3813765944
No,No,442.590924942444,38947.3543696336
No,Yes,963.201198699628,15938.0660973046
No,No,1063.79708720936,41157.3571458083
No,No,214.41156273588402,42758.812820694104
No,No,1258.57639880193,33571.144518039
No,No,506.62715089438905,49068.8708652295
No,No,38.4077852191765,38702.1016770795
No,No,1237.5474004850998,37387.1541539934
No,No,0.0,47437.512236866394
No,No,555.665290924347,46584.7305012296
No,No,747.937523947625,44030.4614912561
No,Yes,1000.6217678560699,17223.637965174
No,No,773.6729475315669,40427.7419253366
No,No,744.7661996647439,35067.6437229118
No,No,953.1233641654901,51257.1438956213
No,No,998.375769500884,37816.843904052
No,Yes,1098.95568535445,21025.927456403402
No,No,521.687353906343,48700.153079872696
No,No,82.7303897500606,27627.224081282402
No,No,219.11500315216702,31490.5334213201
No,No,276.379828600186,38721.8679676236
No,Yes,1180.3638173922197,24063.3127448186
No,No,620.918596651177,39099.3076254565
No,No,414.85756244206397,38030.8246165394
No,No,1389.8905562472698,48689.7303942425
No,Yes,703.0119004144141,21411.930066558798
No,No,493.549422828412,52241.922158518704
No,Yes,1351.41154301245,14003.475724432701
No,Yes,461.78276476853205,17609.830518970903
No,No,143.102261880534,44846.901009428606
No,No,1280.0032337124499,30274.3355978527
No,Yes,1764.68272962341,17995.7286127654
Yes,No,1648.4740168088001,55548.2541750171
No,No,0.0,37409.00299116
No,No,610.5977515705999,22635.066474244
No,No,355.148585726055,55634.3306483916
No,Yes,472.511100780113,19903.892050653
No,No,786.013911427482,52693.9437515261
No,No,772.732074090217,47161.276700309805
No,No,751.297218621075,25013.614074511097
No,No,1433.71078041798,42798.5655127619
No,No,1037.0085986933,36622.7922300473
No,Yes,1827.13494992165,19616.0097315428
No,No,764.505938856141,37869.2142885917
No,No,589.542016743032,28237.820676853702
No,No,754.127489894913,41341.802604207594
No,No,911.926441504846,41249.2817354287
No,No,311.918278951811,39694.4837314036
No,Yes,933.287231176741,20694.587784427098
Yes,No,1374.47471172714,35805.708860939
No,Yes,322.311954337769,10056.1105453176
No,Yes,703.8387655201201,19318.0593335456
No,Yes,534.692906824283,18729.5662404161
No,No,0.0,26626.4858812158
No,No,770.5198985192129,44509.575387985096
No,No,1015.7258813665302,31820.9412716706
No,No,421.146499621363,61655.3480462195
No,No,1125.09140231743,33564.0755500554
No,No,857.380821963549,28755.1807565094
No,No,363.94146251625097,46155.539220007595
No,No,1157.77970145716,32219.831728153502
No,No,993.30255103886,28501.8560064325
No,Yes,403.459427433934,15333.876288449099
Yes,Yes,2134.93448768395,20330.8648725049
No,Yes,1234.94271600877,26919.1159560062
No,Yes,805.1042516826531,22174.028892472597
No,No,0.0,41933.095770191605
No,Yes,157.51404250203998,24506.1868262113
No,No,257.897657222952,39477.031856565096
No,No,1056.9150631565699,53080.5863449038
No,No,0.0,48290.8540329372
No,Yes,1730.2910812987,19446.6757215789
No,No,694.5007106556881,14150.9143775224
No,No,1546.76052584633,32928.6361255712
No,No,428.66530528679397,45570.790947898604
No,Yes,1764.5323087932998,18148.5240778253
No,Yes,1181.9796970175,17223.3672279335
No,No,943.132389752471,30178.7340616488
No,No,0.0,41234.8917498709
No,No,1087.1937668964,54961.288480873605
No,No,14.8209530535119,32320.2655222242
No,No,0.0,47207.050720712694
No,No,836.0105904252181,40178.9346993862
No,No,1494.5211351974401,42280.4078513644
